id, ob_time, src_id, wind_direction, wind_speed, visibility, air_temperature, dewpoint, cld_amt, cld_base_ht, alt_pres
ZBAA, 2013-01-01 00:00,30058,310,8,1000,-6,-18, , ,1021
ZBAA, 2013-01-01 03:00,30058,340,17,1000,-3,-22, , ,1024
ZBAA, 2013-01-01 06:00,30058,320,16,1000,-4,-23, , ,1024
ZBAA, 2013-01-01 09:00,30058,340,16,1000,-7,-25, , ,1027
ZBAA, 2013-01-01 12:00,30058,350,14,1000,-10,-26, , ,1030
ZBAA, 2013-01-01 15:00,30058,340,14,1000,-11,-28, , ,1032
ZBAA, 2013-01-01 18:00,30058,330,12,1000,-12,-28, , ,1034
ZBAA, 2013-01-01 21:00,30058,310,14,1000,-12,-28, , ,1035
ZBAA, 2013-01-02 00:00,30058,320,17,1000,-12,-27, , ,1037
ZBAA, 2013-01-02 03:00,30058,310,19,1000,-9,-28, , ,1041
ZBAA, 2013-01-02 06:00,30058,310,21,1000,-8,-27, , ,1040
ZBAA, 2013-01-02 09:00,30058,300,19,1000,-8,-27, , ,1042
ZBAA, 2013-01-02 12:00,30058,300,17,1000,-10,-28, , ,1044
ZBAA, 2013-01-02 15:00,30058,300,17,1000,-11,-26, , ,1046
ZBAA, 2013-01-02 18:00,30058,320,14,1000,-11,-28, , ,1046
ZBAA, 2013-01-02 21:00,30058,330,19,1000,-12,-28, , ,1045
ZBAA, 2013-01-03 00:00,30058,30,6,1000,-13,-26, , ,1046
ZBAA, 2013-01-03 03:00,30058,10,10,1000,-8,-25, , ,1046
ZBAA, 2013-01-03 06:00,30058,40,6,1000,-6,-24, , ,1042
ZBAA, 2013-01-03 09:00,30058, ,2,1000,-8,-23, , ,1041
ZBAA, 2013-01-03 12:00,30058,350,4,1000,-12,-21, , ,1040
ZBAA, 2013-01-03 15:00,30058,350,4,1000,-11,-22, , ,1040
ZBAA, 2013-01-03 18:00,30058,10,4,1000,-15,-20, , ,1039
ZBAA, 2013-01-03 21:00,30058,350,6,1000,-15,-22, , ,1036
ZBAA, 2013-01-04 00:00,30058,350,4,1000,-16,-22, , ,1035
ZBAA, 2013-01-04 03:00,30058, ,2,1000,-7,-22, , ,1034
ZBAA, 2013-01-04 06:00,30058, ,4,1000,-3,-22, , ,1029
ZBAA, 2013-01-04 09:00,30058,250,4,1000,-4,-22, , ,1028
ZBAA, 2013-01-04 12:00,30058,0,0,700,-10,-18, , ,1029
ZBAA, 2013-01-04 15:00,30058,10,4,500,-15,-19, , ,1029
ZBAA, 2013-01-04 18:00,30058,20,6,1000,-11,-20, , ,1028
ZBAA, 2013-01-04 21:00,30058,350,10,1000,-12,-21, , ,1028
ZBAA, 2013-01-05 00:00,30058,20,8,1000,-10,-22, , ,1029
ZBAA, 2013-01-05 03:00,30058,30,10,1000,-4,-23, , ,1030
ZBAA, 2013-01-05 06:00,30058,20,8,1000,-1,-22, , ,1027
ZBAA, 2013-01-05 09:00,30058,60,2,1000,-3,-21, , ,1028
ZBAA, 2013-01-05 12:00,30058,360,6,1000,-10,-19, , ,1029
ZBAA, 2013-01-05 15:00,30058,340,6,1000,-9,-18, , ,1030
ZBAA, 2013-01-05 18:00,30058,10,6,1000,-10,-19, , ,1030
ZBAA, 2013-01-05 21:00,30058,350,8,1000,-13,-18, , ,1029
ZBAA, 2013-01-06 00:00,30058,340,6,1000,-11,-18, , ,1029
ZBAA, 2013-01-06 03:00,30058,360,4,1000,-4,-18, , ,1030
ZBAA, 2013-01-06 06:00,30058,300,4,1000,-1,-19, , ,1026
ZBAA, 2013-01-06 09:00,30058,210,6,500,-1,-18, , ,1025
ZBAA, 2013-01-06 12:00,30058,0,0,400,-6,-16, , ,1025
ZBAA, 2013-01-06 15:00,30058, ,2,350,-10,-15, , ,1026
ZBAA, 2013-01-06 18:00,30058,360,4,500,-12,-16, , ,1026
ZBAA, 2013-01-06 21:00,30058,340,4,800,-12,-16, , ,1025
ZBAA, 2013-01-07 00:00,30058,350,10,1000,-11,-16, , ,1025
ZBAA, 2013-01-07 03:00,30058, ,2,1000,-5,-16, , ,1026
ZBAA, 2013-01-07 06:00,30058,340,4,1000,1,-18, , ,1024
ZBAA, 2013-01-07 09:00,30058, ,2,800,-3,-16, , ,1024
ZBAA, 2013-01-07 12:00,30058, ,2,600,-8,-14, , ,1025
ZBAA, 2013-01-07 15:00,30058,0,0,450,-8,-13, , ,1027
ZBAA, 2013-01-07 18:00,30058,80,4,400,-8,-13, , ,1029
ZBAA, 2013-01-07 21:00,30058,20,2,400,-12,-15, , ,1029
ZBAA, 2013-01-08 00:00,30058,10,4,350,-12,-15, , ,1031
ZBAA, 2013-01-08 03:00,30058,320,14,1000,-3,-17, , ,1033
ZBAA, 2013-01-08 06:00,30058,320,14,1000,-2,-20, , ,1031
ZBAA, 2013-01-08 09:00,30058,300,12,1000,-3,-22, , ,1031
ZBAA, 2013-01-08 12:00,30058,360,8,1000,-10,-22, , ,1032
ZBAA, 2013-01-08 15:00,30058,310,8,1000,-7,-23, , ,1034
ZBAA, 2013-01-08 18:00,30058,340,8,1000,-9,-22, , ,1033
ZBAA, 2013-01-08 21:00,30058,350,4,1000,-12,-21, , ,1032
ZBAA, 2013-01-09 00:00,30058,70,4,1000,-15,-20, , ,1032
ZBAA, 2013-01-09 03:00,30058, ,2,1000,-4,-20, , ,1032
ZBAA, 2013-01-09 06:00,30058,310,10,1000,1,-23, , ,1028
ZBAA, 2013-01-09 09:00,30058,250,8,1000,-1,-18, , ,1028
ZBAA, 2013-01-09 12:00,30058,180,4,1000,-4,-15, , ,1029
ZBAA, 2013-01-09 15:00,30058, ,2,1000,-11,-15, , ,1029
ZBAA, 2013-01-09 18:00,30058,360,4,700,-13,-17, , ,1029
ZBAA, 2013-01-09 21:00,30058,350,6,700,-14,-18, , ,1028
ZBAA, 2013-01-10 00:00,30058,350,6,1000,-13,-17, , ,1029
ZBAA, 2013-01-10 03:00,30058, ,2,1000,-6,-15, , ,1029
ZBAA, 2013-01-10 06:00,30058,140,4,300,-3,-11, , ,1027
ZBAA, 2013-01-10 09:00,30058,120,4,160,-5,-9, , ,1026
ZBAA, 2013-01-10 12:00,30058,140,4,180,-7,-9, , ,1027
ZBAA, 2013-01-10 15:00,30058, ,2,100,-6,-8, , ,1027
ZBAA, 2013-01-10 18:00,30058, ,2,120,-5,-7, , ,1026
ZBAA, 2013-01-10 21:00,30058,350,4,120,-5,-7, , ,1024
ZBAA, 2013-01-11 00:00,30058,360,4,120,-5,-7, , ,1025
ZBAA, 2013-01-11 03:00,30058,340,6,100,-3,-7,6,120,1024
ZBAA, 2013-01-11 06:00,30058, ,2,180,-1,-7, , ,1022
ZBAA, 2013-01-11 09:00,30058, ,2,250,-2,-9, , ,1023
ZBAA, 2013-01-11 12:00,30058, ,4,500,-7,-11, , ,1025
ZBAA, 2013-01-11 15:00,30058, ,2,250,-8,-10, , ,1025
ZBAA, 2013-01-11 18:00,30058, ,2,200,-10,-12, , ,1025
ZBAA, 2013-01-11 21:00,30058, ,2,400,-12,-13, , ,1024
ZBAA, 2013-01-12 00:00,30058,10,4,350,-13,-15, , ,1024
ZBAA, 2013-01-12 03:00,30058, ,2,700,-3,-9, , ,1024
ZBAA, 2013-01-12 06:00,30058,150,4,150,-1,-7, , ,1021
ZBAA, 2013-01-12 09:00,30058,160,2,90,-4,-7, , ,1021
ZBAA, 2013-01-12 12:00,30058, ,2,90,-7,-8, , ,1023
ZBAA, 2013-01-12 15:00,30058,360,4,80,-9,-10, , ,1024
ZBAA, 2013-01-12 18:00,30058,340,2,80,-5,-6, , ,1025
ZBAA, 2013-01-12 21:00,30058, ,2,80,-5,-6, , ,1025
ZBAA, 2013-01-13 00:00,30058,310,8,100,-3,-6, , ,1025
ZBAA, 2013-01-13 03:00,30058,290,4,120,-2,-6, , ,1026
ZBAA, 2013-01-13 06:00,30058,180,4,120,0,-5, , ,1023
ZBAA, 2013-01-13 09:00,30058,150,2,160,-3,-5, , ,1023
ZBAA, 2013-01-13 12:00,30058, ,2,180,-4,-7, , ,1024
ZBAA, 2013-01-13 15:00,30058,0,0,160,-8,-9, , ,1024
ZBAA, 2013-01-13 18:00,30058,350,2,130,-10,-11, , ,1025
ZBAA, 2013-01-13 21:00,30058,360,8,400,-9,-10, , ,1024
ZBAA, 2013-01-14 00:00,30058,0,0,330,-9,-11, , ,1027
ZBAA, 2013-01-14 03:00,30058,120,4,160,-3,-7, , ,1029
ZBAA, 2013-01-14 06:00,30058,130,8,170,0,-6, , ,1028
ZBAA, 2013-01-14 09:00,30058,190,6,200,-2,-5, , ,1029
ZBAA, 2013-01-14 12:00,30058,170,6,210,-2,-4, , ,1029
ZBAA, 2013-01-14 15:00,30058,150,8,700,-4,-6, , ,1029
ZBAA, 2013-01-14 18:00,30058,120,4,800,-5,-8,1,78,1028
ZBAA, 2013-01-14 21:00,30058,140,4,700,-5,-8,1,78,1027
ZBAA, 2013-01-15 00:00,30058,120,4,400,-6,-8,1,60,1027
ZBAA, 2013-01-15 03:00,30058,150,4,400,-4,-6,1,60,1026
ZBAA, 2013-01-15 06:00,30058, ,2,400,-2,-6,1,60,1023
ZBAA, 2013-01-15 09:00,30058,50,4,500,-3,-7, , ,1024
ZBAA, 2013-01-15 12:00,30058,0,0,400,-7,-8, , ,1026
ZBAA, 2013-01-15 15:00,30058,350,6,300,-9,-10, , ,1028
ZBAA, 2013-01-15 18:00,30058,30,10,1000,-5,-11, , ,1029
ZBAA, 2013-01-15 21:00,30058,30,12,1000,-4,-14, , ,1030
ZBAA, 2013-01-16 00:00,30058, ,2,200,-10,-12, , ,1034
ZBAA, 2013-01-16 03:00,30058, ,2,280,-3,-10, , ,1034
ZBAA, 2013-01-16 06:00,30058,30,6,1000,1,-16, , ,1032
ZBAA, 2013-01-16 09:00,30058,50,4,1000,-1,-16, , ,1034
ZBAA, 2013-01-16 12:00,30058,320,10,1000,-2,-16, , ,1036
ZBAA, 2013-01-16 15:00,30058, ,2,1000,-6,-18, , ,1037
ZBAA, 2013-01-16 18:00,30058,350,10,1000,-7,-16, , ,1038
ZBAA, 2013-01-16 21:00,30058,10,6,1000,-10,-17, , ,1038
ZBAA, 2013-01-17 00:00,30058,30,8,1000,-7,-15, , ,1039
ZBAA, 2013-01-17 03:00,30058,20,8,1000,-1,-15, , ,1040
ZBAA, 2013-01-17 06:00,30058, ,2,1000,2,-18, , ,1036
ZBAA, 2013-01-17 09:00,30058,180,6,1000,1,-16, , ,1035
ZBAA, 2013-01-17 12:00,30058,230,4,800,-1,-13, , ,1035
ZBAA, 2013-01-17 15:00,30058, ,2,600,-8,-13, , ,1034
ZBAA, 2013-01-17 18:00,30058,20,2,400,-10,-14, , ,1032
ZBAA, 2013-01-17 21:00,30058,360,4,500,-12,-14, , ,1030
ZBAA, 2013-01-18 00:00,30058,10,4,600,-11,-14, , ,1029
ZBAA, 2013-01-18 03:00,30058,330,4,600,-3,-12, , ,1028
ZBAA, 2013-01-18 06:00,30058,230,4,600,1,-13, , ,1024
ZBAA, 2013-01-18 09:00,30058,100,4,320,0,-11, , ,1024
ZBAA, 2013-01-18 12:00,30058,0,0,350,-4,-10, , ,1025
ZBAA, 2013-01-18 15:00,30058,360,4,250,-6,-10, , ,1026
ZBAA, 2013-01-18 18:00,30058,350,8,500,-6,-11, , ,1026
ZBAA, 2013-01-18 21:00,30058,80,4,700,-7,-11, , ,1027
ZBAA, 2013-01-19 00:00,30058,10,2,170,-10,-12, , ,1029
ZBAA, 2013-01-19 03:00,30058,170,6,300,1,-11, , ,1031
ZBAA, 2013-01-19 06:00,30058,110,4,300,2,-10, , ,1030
ZBAA, 2013-01-19 09:00,30058,80,2,400,1,-10, , ,1030
ZBAA, 2013-01-19 12:00,30058, ,2,500,-1,-9, , ,1031
ZBAA, 2013-01-19 15:00,30058,180,6,1000,-1,-10, , ,1032
ZBAA, 2013-01-19 18:00,30058,90,2,1000,-2,-11,6,99,1032
ZBAA, 2013-01-19 21:00,30058, ,2,1000,-3,-11,8,99,1032
ZBAA, 2013-01-20 00:00,30058, ,2,160,-4,-5,8,90,1032
ZBAA, 2013-01-20 03:00,30058,360,4,170,-2,-3,8,90,1032
ZBAA, 2013-01-20 06:00,30058, ,2,450,-1,-3,1,30,1029
ZBAA, 2013-01-20 09:00,30058, ,2,400,-2,-4,1,60,1029
ZBAA, 2013-01-20 12:00,30058,90,2,350,-3,-4,8,120,1030
ZBAA, 2013-01-20 15:00,30058,0,0,350,-3,-4,8,120,1030
ZBAA, 2013-01-20 18:00,30058,360,4,350,-3,-4, , ,1029
ZBAA, 2013-01-20 21:00,30058,340,4,200,-4,-5, , ,1028
ZBAA, 2013-01-21 00:00,30058,360,4,250,-6,-7, , ,1029
ZBAA, 2013-01-21 03:00,30058,20,6,300,0,-5, , ,1029
ZBAA, 2013-01-21 06:00,30058,30,6,700,3,-7, , ,1028
ZBAA, 2013-01-21 09:00,30058,60,2,1000,1,-7, , ,1028
ZBAA, 2013-01-21 12:00,30058, ,2,1000,-4,-7, , ,1030
ZBAA, 2013-01-21 15:00,30058,10,8,1000,-6,-9, , ,1031
ZBAA, 2013-01-21 18:00,30058,160,2,500,-8,-9, , ,1032
ZBAA, 2013-01-21 21:00,30058,130,2,15,-11,-12, , ,1031
ZBAA, 2013-01-22 00:00,30058, ,2,1000,-14,-15, , ,1032
ZBAA, 2013-01-22 03:00,30058,60,6,1000,-3,-9, , ,1031
ZBAA, 2013-01-22 06:00,30058,150,6,200,-1,-5, , ,1028
ZBAA, 2013-01-22 09:00,30058,160,6,70,-5,-6,6,90,1026
ZBAA, 2013-01-22 12:00,30058,120,4,90,-5,-5,1,12,1026
ZBAA, 2013-01-22 15:00,30058,150,4,80,-6,-6,1,12,1025
ZBAA, 2013-01-22 18:00,30058,150,4,90,-6,-7,1,12,1023
ZBAA, 2013-01-22 21:00,30058, ,2,110,-5,-7, , ,1020
ZBAA, 2013-01-23 00:00,30058, ,2,130,-5,-6,1,21,1020
ZBAA, 2013-01-23 03:00,30058, ,2,110,-4,-6,3,21,1019
ZBAA, 2013-01-23 06:00,30058,130,4,120,-3,-5,3,24,1016
ZBAA, 2013-01-23 09:00,30058,140,2,130,-4,-6, , ,1017
ZBAA, 2013-01-23 12:00,30058, ,2,150,-7,-7, , ,1019
ZBAA, 2013-01-23 15:00,30058,330,10,320,-3,-9, , ,1021
ZBAA, 2013-01-23 18:00,30058,320,14,1000,-2,-14, , ,1023
ZBAA, 2013-01-23 21:00,30058,330,10,1000,-4,-14, , ,1023
ZBAA, 2013-01-24 00:00,30058,280,6,1000,-5,-13, , ,1023
ZBAA, 2013-01-24 03:00,30058,290,19,1000,3,-17, , ,1023
ZBAA, 2013-01-24 06:00,30058,300,17,1000,5,-18, , ,1021
ZBAA, 2013-01-24 09:00,30058,10,12,1000,1,-17, , ,1022
ZBAA, 2013-01-24 12:00,30058,60,4,1000,-3,-19, , ,1024
ZBAA, 2013-01-24 15:00,30058,0,0,1000,-5,-21, , ,1025
ZBAA, 2013-01-24 18:00,30058,350,6,1000,-10,-18, , ,1026
ZBAA, 2013-01-24 21:00,30058,20,6,1000,-13,-17, , ,1025
ZBAA, 2013-01-25 00:00,30058,350,6,1000,-11,-18, , ,1025
ZBAA, 2013-01-25 03:00,30058,330,6,1000,-4,-18, , ,1025
ZBAA, 2013-01-25 06:00,30058,20,4,1000,-1,-15, , ,1022
ZBAA, 2013-01-25 09:00,30058, ,2,1000,-3,-13, , ,1022
ZBAA, 2013-01-25 12:00,30058,80,2,1000,-7,-12, , ,1023
ZBAA, 2013-01-25 15:00,30058, ,2,1000,-9,-12, , ,1025
ZBAA, 2013-01-25 18:00,30058,10,2,700,-11,-13, , ,1026
ZBAA, 2013-01-25 21:00,30058,350,4,700,-12,-14, , ,1027
ZBAA, 2013-01-26 00:00,30058,360,4,800,-11,-13, , ,1028
ZBAA, 2013-01-26 03:00,30058, ,2,1000,-3,-11, , ,1029
ZBAA, 2013-01-26 06:00,30058, ,4,700,2,-11, , ,1027
ZBAA, 2013-01-26 09:00,30058,190,6,500,0,-9, , ,1027
ZBAA, 2013-01-26 12:00,30058, ,2,400,-5,-8, , ,1028
ZBAA, 2013-01-26 15:00,30058, ,2,300,-7,-9, , ,1029
ZBAA, 2013-01-26 18:00,30058,70,2,250,-5,-8, , ,1030
ZBAA, 2013-01-26 21:00,30058,30,2,300,-9,-10, , ,1029
ZBAA, 2013-01-27 00:00,30058,100,4,30,-8,-9, , ,1030
ZBAA, 2013-01-27 03:00,30058,110,4,100,-5,-6, , ,1030
ZBAA, 2013-01-27 06:00,30058, ,2,160,-2,-5, , ,1027
ZBAA, 2013-01-27 09:00,30058,60,4,160,-3,-5, , ,1025
ZBAA, 2013-01-27 12:00,30058, ,2,250,-3,-5, , ,1025
ZBAA, 2013-01-27 15:00,30058,90,2,250,-3,-5, , ,1024
ZBAA, 2013-01-27 18:00,30058,110,2,200,-3,-5, , ,1023
ZBAA, 2013-01-27 21:00,30058,0,0,170,-3,-5, , ,1021
ZBAA, 2013-01-28 00:00,30058,20,4,140,-3,-5, , ,1021
ZBAA, 2013-01-28 03:00,30058,310,4,170,0,-5, , ,1022
ZBAA, 2013-01-28 06:00,30058, ,2,210,3,-5, , ,1019
ZBAA, 2013-01-28 09:00,30058,190,6,140,1,-4, , ,1020
ZBAA, 2013-01-28 12:00,30058,210,4,140,-1,-4, , ,1022
ZBAA, 2013-01-28 15:00,30058,0,0,130,-5,-5, , ,1024
ZBAA, 2013-01-28 18:00,30058,0,0,110,-6,-6, , ,1024
ZBAA, 2013-01-28 21:00,30058, ,2,90,-8,-9, , ,1024
ZBAA, 2013-01-29 00:00,30058,80,2,40,-5,-6, , ,1026
ZBAA, 2013-01-29 03:00,30058,130,4,50,-4,-5,8,120,1026
ZBAA, 2013-01-29 06:00,30058,110,4,80,-3,-4,8,120,1024
ZBAA, 2013-01-29 09:00,30058,140,6,90,-3,-4,8,120,1025
ZBAA, 2013-01-29 12:00,30058,120,4,150,-3,-4,8,120,1026
ZBAA, 2013-01-29 15:00,30058,120,4,160,-3,-5,8,120,1028
ZBAA, 2013-01-29 18:00,30058,110,4,180,-4,-5,8,120,1027
ZBAA, 2013-01-29 21:00,30058,80,4,170,-4,-5,8,120,1026
ZBAA, 2013-01-30 00:00,30058,80,4,140,-4,-5,8,120,1027
ZBAA, 2013-01-30 03:00,30058, ,2,120,-3,-5,1,30,1027
ZBAA, 2013-01-30 06:00,30058, ,2,140,-2,-4,1,30,1025
ZBAA, 2013-01-30 09:00,30058,30,2,160,-2,-4,1,30,1025
ZBAA, 2013-01-30 12:00,30058,350,6,200,-2,-4,8,120,1026
ZBAA, 2013-01-30 15:00,30058,10,4,200,-2,-4,8,120,1026
ZBAA, 2013-01-30 18:00,30058,10,2,200,-2,-4,8,120,1026
ZBAA, 2013-01-30 21:00,30058,360,4,190,-2,-4,1,30,1025
ZBAA, 2013-01-31 00:00,30058, ,2,130,-2,-3,6,30,1026
ZBAA, 2013-01-31 03:00,30058,30,2,90,-1,-2,6,30,1025
ZBAA, 2013-01-31 06:00,30058, ,2,110,-1,-1,6,30,1022
ZBAA, 2013-01-31 09:00,30058, ,2,140,-1,-1,6,30,1022
ZBAA, 2013-01-31 12:00,30058,360,6,120,0,-1,6,30,1022
ZBAA, 2013-01-31 15:00,30058,350,6,200,-2,-2,6,120,1023
ZBAA, 2013-01-31 18:00,30058,350,8,300,-5,-5, , ,1023
ZBAA, 2013-01-31 21:00,30058,340,17,1000,0,-7, , ,1023
